Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Afghanistan,AFG,"Population, female",SP.POP.TOTL.FE.IN,9727541,9793166,10438055,11247647,11690825,12109086,12614497,12835340,13088192,13557331,13949295,14468875,15067373,15594637,16172321,16682054,17115346,17614722,18136922,18679089
Afghanistan,AFG,"Population, male",SP.POP.TOTL.MA.IN,9815442,9895467,10562202,11397483,11862726,12302104,12828447,13067961,13339006,13827977,14240377,14780282,15399105,15946572,16543889,17071446,17520861,18028696,18549862,19090409
Afghanistan,AFG,"Population, total",SP.POP.TOTL,19542982,19688632,21000256,22645130,23553551,24411191,25442944,25903301,26427199,27385307,28189672,29249157,30466479,31541209,32716210,33753499,34636207,35643418,36686784,37769499
Albania,ALB,"Population, female",SP.POP.TOTL.FE.IN,1557540,1543533,1538490,1531532,1523393,1513578,1501918,1488396,1474838,1462978,1454108,1449024,1445914,1442931,1439863,1435812,1433925,1433238,1430495,1425364
Albania,ALB,"Population, male",SP.POP.TOTL.MA.IN,1531486,1516640,1512520,1508084,1503547,1497909,1490629,1481621,1472476,1464541,1458913,1456171,1454486,1452162,1449241,1444890,1442176,1440219,1435881,1428828
Albania,ALB,"Population, total",SP.POP.TOTL,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703,2876101,2873457,2866376,2854191
Algeria,DZA,"Population, female",SP.POP.TOTL.FE.IN,15076418,15288132,15497822,15709725,15932047,16150274,16384158,16653361,16941031,17249096,17573708,17911362,18264572,18629532,19004433,19390923,19783015,20175233,20564404,20948465
Algeria,DZA,"Population, male",SP.POP.TOTL.MA.IN,15698203,15912853,16126874,16346159,16578139,16806416,17050923,17330466,17628560,17946941,18282636,18632179,18995990,19371095,19755734,20152232,20556314,20961313,21362603,21756903
Algeria,DZA,"Population, total",SP.POP.TOTL,30774621,31200985,31624696,32055883,32510186,32956690,33435080,33983827,34569592,35196037,35856344,36543541,37260563,38000626,38760168,39543154,40339329,41136546,41927007,42705368
American Samoa,ASM,"Population, female",SP.POP.TOTL.FE.IN,28572,28649,28608,28521,28392,28230,28044,27842,27626,27406,27189,26951,26678,26369,26017,25629,25208,24762,24290,23786
American Samoa,ASM,"Population, male",SP.POP.TOTL.MA.IN,29657,29674,29570,29419,29233,29024,28793,28541,28265,27960,27660,27358,27014,26627,26199,25739,25240,24701,24134,23535
American Samoa,ASM,"Population, total",SP.POP.TOTL,58230,58324,58177,57941,57626,57254,56837,56383,55891,55366,54849,54310,53691,52995,52217,51368,50448,49463,48424,47321
Andorra,AND,"Population, female",SP.POP.TOTL.FE.IN,31812,32669,34076,35478,36852,38147,38392,37633,36864,36065,35212,34895,35127,35324,35473,35557,35913,36456,36943,37502
Andorra,AND,"Population, male",SP.POP.TOTL.MA.IN,34285,35151,36773,38429,40082,41679,41829,40535,39191,37787,36307,35672,35885,36043,36148,36188,36628,37380,38071,38842
Andorra,AND,"Population, total",SP.POP.TOTL,66097,67820,70849,73907,76933,79826,80221,78168,76055,73852,71519,70567,71013,71367,71621,71746,72540,73837,75013,76343
Angola,AGO,"Population, female",SP.POP.TOTL.FE.IN,8339311,8619083,8912191,9219638,9545020,9886765,10244381,10620174,11013001,11422969,11853530,12303450,12770743,13252938,13746371,14248799,14764575,15293335,15828040,16370553
Angola,AGO,"Population, male",SP.POP.TOTL.MA.IN,8054751,8322504,8603948,8904704,9226105,9564193,9917959,10289510,10678522,11084704,11510656,11955662,12417550,12894065,13381965,13878923,14390171,14915293,15445494,15983035
Angola,AGO,"Population, total",SP.POP.TOTL,16394062,16941587,17516139,18124342,18771125,19450959,20162340,20909684,21691522,22507674,23364185,24259111,25188292,26147002,27128337,28127721,29154746,30208628,31273533,32353588
Antigua and Barbuda,ATG,"Population, female",SP.POP.TOTL.FE.IN,39748,40383,40894,41329,41753,42209,42715,43270,43883,44522,45097,45588,46022,46401,46748,47087,47388,47658,47910,48156
Antigua and Barbuda,ATG,"Population, male",SP.POP.TOTL.MA.IN,35307,35831,36301,36745,37188,37660,38181,38745,39367,40012,40597,41141,41653,42096,42488,42853,43176,43461,43715,43961
Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,75055,76215,77195,78075,78941,79869,80895,82016,83251,84534,85695,86729,87674,88497,89236,89941,90564,91119,91626,92117
Argentina,ARG,"Population, female",SP.POP.TOTL.FE.IN,18790028,18996369,19201347,19398462,19591796,19791355,19992747,20190731,20387718,20588982,20633966,20865767,21099001,21332490,21562981,21791541,22019065,22244116,22467488,22689693
Argentina,ARG,"Population, male",SP.POP.TOTL.MA.IN,18280746,18484124,18683681,18879701,19077001,19279145,19484104,19685381,19886051,20095357,20154486,20395723,20634269,20870445,21106519,21340426,21571303,21800696,22027014,22249019
Argentina,ARG,"Population, total",SP.POP.TOTL,37070774,37480493,37885028,38278164,38668796,39070501,39476851,39876111,40273769,40684338,40788453,41261490,41733271,42202935,42669500,43131966,43590368,44044811,44494502,44938712
Armenia,ARM,"Population, female",SP.POP.TOTL.FE.IN,1672231,1656074,1644189,1636478,1629805,1623111,1615571,1607400,1599812,1593247,1587223,1581404,1576538,1572193,1568781,1565465,1561467,1556899,1551563,1545834
Armenia,ARM,"Population, male",SP.POP.TOTL.MA.IN,1496293,1477059,1460849,1447623,1435939,1424136,1410916,1396993,1383609,1371050,1359071,1347572,1337883,1329192,1321149,1313130,1304368,1295024,1284995,1274767
Armenia,ARM,"Population, total",SP.POP.TOTL,3168523,3133133,3105037,3084102,3065745,3047246,3026486,3004393,2983421,2964296,2946293,2928976,2914421,2901385,2889930,2878595,2865835,2851923,2836557,2820602
Aruba,ABW,"Population, female",SP.POP.TOTL.FE.IN,46269,47178,47831,48374,48877,49414,50016,50636,51272,51919,52484,52980,53480,53953,54403,54828,55224,55591,55935,56254
Aruba,ABW,"Population, male",SP.POP.TOTL.MA.IN,42833,43513,43950,44327,44663,45069,45591,46151,46724,47292,47858,48307,48632,48927,49191,49430,49650,49847,50026,50188
Aruba,ABW,"Population, total",SP.POP.TOTL,89101,90691,91781,92701,93540,94483,95606,96787,97996,99212,100341,101288,102112,102880,103594,104257,104874,105439,105962,106442
Australia,AUS,"Population, female",SP.POP.TOTL.FE.IN,9585767,9711085,9821222,9933517,10038538,10158934,10292899,10475417,10678307,10894107,11064202,11220985,11420547,11623605,11807077,11988344,12185645,12392713,12581035,12766991
Australia,AUS,"Population, male",SP.POP.TOTL.MA.IN,9443035,9563615,9673988,9787220,9894184,10017910,10158068,10352205,10570891,10797546,10967548,11119039,11312918,11504523,11668610,11827651,12005262,12199874,12382224,12567835
Australia,AUS,"Population, total",SP.POP.TOTL,19028802,19274701,19495210,19720737,19932722,20176844,20450966,20827622,21249199,21691653,22031750,22340024,22733465,23128129,23475686,23815995,24190907,24592588,24963258,25334826
Austria,AUT,"Population, female",SP.POP.TOTL.FE.IN,4136746,4147958,4163296,4180186,4203243,4228220,4246451,4259257,4271832,4281722,4290783,4303100,4319072,4340305,4368440,4406154,4444108,4472047,4492714,4511982
Austria,AUT,"Population, male",SP.POP.TOTL.MA.IN,3874820,3894335,3918661,3941237,3968722,3999610,4022191,4036230,4049665,4061602,4072621,4088543,4110918,4139517,4177916,4236544,4292559,4325519,4347806,4367938
Austria,AUT,"Population, total",SP.POP.TOTL,8011566,8042293,8081957,8121423,8171966,8227829,8268641,8295487,8321496,8343323,8363404,8391643,8429991,8479823,8546356,8642699,8736668,8797566,8840521,8879920
Azerbaijan,AZE,"Population, female",SP.POP.TOTL.FE.IN,4179613,4206436,4232123,4258445,4288067,4322172,4359694,4398946,4481467,4567635,4617522,4673150,4730889,4787835,4843397,4897308,4949205,4995509,5036324,5076093
Azerbaijan,AZE,"Population, male",SP.POP.TOTL.MA.IN,3868986,3904764,3939827,3975655,4018433,4069677,4124857,4182354,4281933,4379608,4436811,4499932,4564895,4628966,4691683,4752032,4808608,4858524,4903447,4948191
Azerbaijan,AZE,"Population, total",SP.POP.TOTL,8048600,8111200,8171950,8234100,8306500,8391850,8484550,8581300,8763400,8947243,9054332,9173082,9295784,9416801,9535079,9649341,9757812,9854033,9939771,10024283
"Bahamas, The",BHS,"Population, female",SP.POP.TOTL.FE.IN,166136,168662,171053,173516,176046,178628,181302,184090,186970,189903,192834,195497,197810,199843,201821,203844,205736,207529,209250,210821
"Bahamas, The",BHS,"Population, male",SP.POP.TOTL.MA.IN,158879,160964,162950,164975,167044,169176,171363,173576,175825,178154,180438,182453,184251,185807,187310,188854,190240,191491,192656,193737
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,325014,329626,334002,338490,343089,347804,352664,357666,362795,368057,373272,377950,382061,385650,389131,392697,395976,399020,401906,404557
Bahrain,BHR,"Population, female",SP.POP.TOTL.FE.IN,291872,299108,305882,316143,334293,356731,379474,402471,425579,448332,459645,458268,459516,474410,500430,520442,532635,544637,555346,560779
Bahrain,BHR,"Population, male",SP.POP.TOTL.MA.IN,419570,431149,442442,462113,499158,545191,591506,638061,684764,731120,754000,753809,765423,787263,810704,841699,877025,912197,931994,933409
Bahrain,BHR,"Population, total",SP.POP.TOTL,711442,730257,748324,778256,833451,901921,970981,1040532,1110343,1179453,1213645,1212077,1224939,1261673,1311134,1362142,1409661,1456834,1487340,1494188
Bangladesh,BGD,"Population, female",SP.POP.TOTL.FE.IN,63309967,64587346,65885157,67154861,68397392,69574712,70599279,71536401,72384496,73217854,74177517,75175322,76192087,77243140,78287731,79294197,80325176,81371533,82369393,83352043
Bangladesh,BGD,"Population, male",SP.POP.TOTL.MA.IN,65883360,67083138,68254669,69348344,70392333,71337878,72029553,72599534,73036822,73488956,74213622,75035683,75898562,76786999,77673568,78535803,79459393,80422431,81314565,82164179
Bangladesh,BGD,"Population, total",SP.POP.TOTL,129193327,131670484,134139826,136503206,138789725,140912590,142628831,144135934,145421318,146706810,148391139,150211005,152090649,154030139,155961299,157830000,159784568,161793964,163683958,165516222
Barbados,BRB,"Population, female",SP.POP.TOTL.FE.IN,137797,138220,138845,139459,140061,140649,141234,141849,142532,143198,143669,143988,144282,144561,144824,145073,145315,145542,145752,145957
Barbados,BRB,"Population, male",SP.POP.TOTL.MA.IN,126860,127156,127609,128040,128444,128828,129191,129595,130103,130593,131042,131499,131915,132304,132669,133010,133334,133644,133936,134222
Barbados,BRB,"Population, total",SP.POP.TOTL,264657,265377,266455,267499,268505,269477,270425,271444,272635,273791,274711,275486,276197,276865,277493,278083,278649,279187,279688,280180
Belarus,BLR,"Population, female",SP.POP.TOTL.FE.IN,5330773,5305393,5273950,5240024,5207144,5174635,5145919,5124332,5108481,5098294,5090285,5082430,5077517,5076616,5080019,5087057,5091613,5086699,5077117,5069468
Belarus,BLR,"Population, male",SP.POP.TOTL.MA.IN,4648837,4623156,4591597,4556725,4523002,4489280,4459004,4436621,4419504,4406288,4393551,4379214,4369319,4366594,4368497,4374019,4377765,4372291,4361667,4350290
Belarus,BLR,"Population, total",SP.POP.TOTL,9979610,9928549,9865548,9796749,9730146,9663915,9604924,9560953,9527985,9504583,9483836,9461643,9446836,9443211,9448515,9461076,9469379,9458989,9438785,9419758
Belgium,BEL,"Population, female",SP.POP.TOTL.FE.IN,5238286,5255887,5278890,5300080,5322057,5350390,5384595,5422833,5464009,5506057,5554185,5624101,5655983,5679319,5700881,5729707,5754446,5772621,5794664,5821746
Belgium,BEL,"Population, male",SP.POP.TOTL.MA.IN,5012963,5030684,5053895,5076053,5099079,5128227,5163364,5202866,5245964,5290436,5341400,5414163,5450949,5480089,5508176,5544490,5576976,5602537,5632391,5667234
Belgium,BEL,"Population, total",SP.POP.TOTL,10251250,10286570,10332785,10376133,10421137,10478617,10547958,10625700,10709973,10796493,10895586,11038264,11106932,11159407,11209057,11274196,11331422,11375158,11427054,11488980
Belize,BLZ,"Population, female",SP.POP.TOTL.FE.IN,118866,122772,126827,130958,135162,139428,143749,148119,152520,156923,160877,164408,167988,171620,175274,178905,182514,186106,189707,193151
Belize,BLZ,"Population, male",SP.POP.TOTL.MA.IN,121540,125328,129160,133040,136966,140947,144981,149054,153151,157247,161229,165130,169071,173067,177061,180965,184798,188588,192359,195944
Belize,BLZ,"Population, total",SP.POP.TOTL,240406,248100,255987,263998,272128,280375,288729,297173,305671,314171,322106,329538,337059,344688,352335,359871,367313,374693,382066,389095
Benin,BEN,"Population, female",SP.POP.TOTL.FE.IN,3529498,3635278,3743597,3855563,3971305,4098638,4225023,4345111,4472279,4603557,4738442,4876973,5018490,5163111,5313453,5469779,5630820,5796573,5965949,6138319
Benin,BEN,"Population, male",SP.POP.TOTL.MA.IN,3468525,3576763,3688186,3803644,3923249,4050781,4177609,4302650,4434190,4568957,4707267,4849408,4995588,5145619,5301391,5463004,5629265,5800206,5974735,6152125
Benin,BEN,"Population, total",SP.POP.TOTL,6998023,7212041,7431783,7659208,7894554,8149419,8402631,8647761,8906469,9172514,9445710,9726380,10014078,10308730,10614844,10932783,11260085,11596779,11940683,12290444
Bermuda,BMU,"Population, female",SP.POP.TOTL.FE.IN,31707,32069,32287,32493,32698,32914,33115,33320,33533,33716,33451,33166,33286,33395,33469,33515,33186,32880,32943,32985
Bermuda,BMU,"Population, male",SP.POP.TOTL.MA.IN,30126,30434,30625,30832,31042,31239,31408,31567,31740,31921,31673,31399,31513,31606,31669,31722,31368,30993,30975,30926
Bermuda,BMU,"Population, total",SP.POP.TOTL,61833,62504,62912,63325,63740,64154,64523,64888,65273,65636,65124,64564,64798,65001,65138,65237,64554,63873,63918,63911
Bhutan,BTN,"Population, female",SP.POP.TOTL.FE.IN,281372,287339,293189,298916,304548,309765,314269,318380,322355,326213,329998,333752,337498,341210,344791,348088,351127,354282,357467,360356
Bhutan,BTN,"Population, male",SP.POP.TOTL.MA.IN,305835,315896,325859,335712,345443,353558,358990,363234,367382,371464,375519,379579,383648,387678,391565,395186,398635,401839,404630,407103
Bhutan,BTN,"Population, total",SP.POP.TOTL,587207,603234,619048,634627,649991,663323,673260,681614,689737,697678,705516,713331,721145,728889,736357,743274,749761,756121,762096,767459
Bolivia,BOL,"Population, female",SP.POP.TOTL.FE.IN,4252810,4327765,4405377,4484341,4564350,4645403,4728586,4813399,4898788,4984968,5071897,5159435,5247336,5335470,5423617,5511477,5599297,5686999,5774185,5860919
Bolivia,BOL,"Population, male",SP.POP.TOTL.MA.IN,4339846,4418319,4495206,4573038,4651928,4731985,4814077,4897753,4981806,5066350,5151373,5236810,5322361,5407879,5493370,5578609,5663718,5748534,5832721,5916395
Bolivia,BOL,"Population, total",SP.POP.TOTL,8592656,8746084,8900583,9057378,9216279,9377388,9542663,9711152,9880593,10051317,10223270,10396246,10569697,10743349,10916987,11090085,11263015,11435533,11606905,11777315
Bosnia and Herzegovina,BIH,"Population, female",SP.POP.TOTL.FE.IN,2140676,2148452,2149630,2141631,2120890,2096405,2078331,2052735,2019566,1985936,1951825,1916984,1881866,1851910,1825837,1799407,1774917,1752004,1729892,1708207
Bosnia and Herzegovina,BIH,"Population, male",SP.POP.TOTL.MA.IN,2038674,2046480,2048780,2042127,2021970,1997892,1979755,1955141,1923825,1891814,1859263,1826158,1792508,1765649,1745230,1724918,1706069,1688023,1670236,1652504
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,4179350,4194932,4198410,4183757,4142860,4094297,4058086,4007876,3943392,3877750,3811088,3743142,3674374,3617559,3571068,3524324,3480986,3440027,3400129,3360711
Botswana,BWA,"Population, female",SP.POP.TOTL.FE.IN,889044,905932,921914,937127,952562,968750,985889,1004059,1023285,1043322,1064032,1084868,1105424,1126330,1147988,1170371,1193829,1218333,1242730,1266499
Botswana,BWA,"Population, male",SP.POP.TOTL.MA.IN,837941,855998,873216,889736,906524,924057,942814,962918,984034,1005676,1027633,1049169,1070002,1090948,1112387,1134801,1158587,1183506,1208678,1233202
Botswana,BWA,"Population, total",SP.POP.TOTL,1726985,1761930,1795130,1826863,1859085,1892807,1928704,1966977,2007320,2048997,2091664,2134037,2175425,2217278,2260376,2305171,2352416,2401840,2451409,2499702
Brazil,BRA,"Population, female",SP.POP.TOTL.FE.IN,88749390,89978663,91173105,92310671,93418462,94515633,95583318,96616434,97612571,98581682,99546667,100509285,101450818,102366379,103274465,104179515,105065188,105937948,106812144,107663080
Brazil,BRA,"Population, male",SP.POP.TOTL.MA.IN,87124330,88233218,89303580,90318606,91303580,92281701,93237364,94163019,95059746,95935867,96806825,97676016,98526889,99355387,100185186,101008689,101794390,102567011,103354449,104119798
Brazil,BRA,"Population, total",SP.POP.TOTL,175873720,178211881,180476685,182629278,184722043,186797334,188820682,190779453,192672317,194517549,196353492,198185302,199977707,201721767,203459650,205188205,206859578,208504960,210166592,211782878
British Virgin Islands,VGB,"Population, female",SP.POP.TOTL.FE.IN,9777,10069,10437,10849,11277,11724,12190,12679,13197,13714,14001,14238,14506,14641,14826,15063,15287,15482,15653,15825
British Virgin Islands,VGB,"Population, male",SP.POP.TOTL.MA.IN,10327,10588,10851,11133,11439,11774,12133,12512,12918,13329,13556,13724,13915,14015,14145,14303,14453,14578,14681,14786
British Virgin Islands,VGB,"Population, total",SP.POP.TOTL,20104,20657,21288,21982,22715,23497,24323,25191,26115,27044,27556,27962,28421,28657,28971,29366,29739,30060,30335,30610
Brunei Darussalam,BRN,"Population, female",SP.POP.TOTL.FE.IN,158010,161470,164895,168286,171603,174832,177979,181055,184074,187059,190046,192834,195401,197935,200411,202801,205084,207238,209257,211173
Brunei Darussalam,BRN,"Population, male",SP.POP.TOTL.MA.IN,175917,179279,182567,185758,188857,191886,194829,197694,200494,203252,206007,208672,211233,213768,216245,218636,220910,223039,225018,226876
Brunei Darussalam,BRN,"Population, total",SP.POP.TOTL,333926,340748,347463,354045,360461,366717,372808,378748,384568,390311,396053,401506,406634,411702,416656,421437,425994,430276,434274,438048
Bulgaria,BGR,"Population, female",SP.POP.TOTL.FE.IN,4233564,4151243,4062190,4029614,3998634,3967621,3936002,3904900,3874850,3847057,3819078,3792364,3768443,3745957,3723787,3699155,3672681,3645616,3618547,3592085
Bulgaria,BGR,"Population, male",SP.POP.TOTL.MA.IN,3936609,3857899,3774971,3745714,3718227,3691351,3665020,3640438,3617711,3597386,3576521,3555965,3537445,3519159,3500151,3478837,3455141,3430331,3406489,3383675
Bulgaria,BGR,"Population, total",SP.POP.TOTL,8170172,8009142,7837161,7775327,7716860,7658972,7601022,7545338,7492561,7444443,7395599,7348328,7305888,7265115,7223938,7177991,7127822,7075947,7025037,6975761
Burkina Faso,BFA,"Population, female",SP.POP.TOTL.FE.IN,6031953,6210869,6396427,6589269,6790360,6999405,7215087,7433720,7655083,7882660,8117350,8361047,8615632,8875716,9140912,9412600,9688281,9965204,10241740,10520378
Burkina Faso,BFA,"Population, male",SP.POP.TOTL.MA.IN,5850935,6038895,6235842,6441322,6655617,6876721,7101155,7323354,7542832,7767361,7999494,8241604,8498100,8760692,9028931,9305419,9587217,9870655,10150983,10431262
Burkina Faso,BFA,"Population, total",SP.POP.TOTL,11882888,12249764,12632269,13030591,13445977,13876127,14316242,14757074,15197915,15650022,16116845,16602651,17113732,17636408,18169842,18718019,19275498,19835858,20392723,20951639
Burundi,BDI,"Population, female",SP.POP.TOTL.FE.IN,3202178,3282043,3374234,3480322,3609997,3743946,3878308,4020991,4187327,4402636,4610573,4774277,4943284,5119502,5291412,5407378,5495462,5621203,5789861,5980560
Burundi,BDI,"Population, male",SP.POP.TOTL.MA.IN,3105481,3183686,3274704,3380524,3510499,3644928,3779881,3923619,4090782,4306730,4516033,4681456,4852194,5030076,5203501,5319770,5407865,5534391,5703611,5894278
Burundi,BDI,"Population, total",SP.POP.TOTL,6307659,6465729,6648938,6860846,7120496,7388874,7658190,7944609,8278109,8709366,9126605,9455733,9795479,10149577,10494913,10727148,10903327,11155593,11493472,11874838
Cabo Verde,CPV,"Population, female",SP.POP.TOTL.FE.IN,235732,238957,241967,244781,247428,249955,252389,254737,256967,259039,261618,264908,268138,271223,274372,277489,280659,283971,287116,290056
Cabo Verde,CPV,"Population, male",SP.POP.TOTL.MA.IN,222518,227001,231264,235308,239155,242873,246494,249996,253369,256599,259594,262614,265726,268717,271704,274677,277736,280983,284085,286974
Cabo Verde,CPV,"Population, total",SP.POP.TOTL,458251,465958,473231,480089,486583,492827,498884,504733,510336,515638,521212,527521,533864,539940,546076,552166,558394,564954,571202,577030
Cambodia,KHM,"Population, female",SP.POP.TOTL.FE.IN,6162331,6269097,6378217,6488659,6600114,6711926,6824167,6939365,7050210,7154373,7258651,7364277,7471081,7578172,7684470,7788391,7892686,7996341,8094239,8186482
Cambodia,KHM,"Population, male",SP.POP.TOTL.MA.IN,5956510,6069095,6183561,6299051,6416257,6534657,6653611,6775426,6893678,7001368,7104881,7209608,7315560,7421511,7526346,7629132,7731897,7834347,7930999,8021264
Cambodia,KHM,"Population, total",SP.POP.TOTL,12118841,12338192,12561779,12787710,13016371,13246583,13477779,13714791,13943888,14155740,14363532,14573885,14786640,14999683,15210817,15417523,15624584,15830689,16025238,16207746
Cameroon,CMR,"Population, female",SP.POP.TOTL.FE.IN,7602707,7803427,8013386,8232772,8459566,8691569,8928603,9177878,9439512,9709582,9987915,10272225,10562805,10861379,11193372,11548794,11896708,12235344,12575513,12926852
Cameroon,CMR,"Population, male",SP.POP.TOTL.MA.IN,7488888,7689826,7900648,8121554,8349841,8583601,8822729,9073988,9337569,9609692,9890121,10176648,10469879,10771471,11106213,11463852,11814923,12157838,12501234,12855489
Cameroon,CMR,"Population, total",SP.POP.TOTL,15091594,15493253,15914033,16354326,16809407,17275171,17751333,18251866,18777081,19319274,19878036,20448873,21032684,21632850,22299585,23012646,23711630,24393181,25076747,25782341
Canada,CAN,"Population, female",SP.POP.TOTL.FE.IN,15492171,15654835,15821972,15963984,16112389,16263117,16427039,16588348,16769997,16962677,17152260,17318413,17500980,17680037,17855282,17988513,18192222,18406915,18659541,18921018
Canada,CAN,"Population, male",SP.POP.TOTL.MA.IN,15193559,15366067,15538106,15680044,15828266,15980635,16144134,16300676,16477121,16666218,16852629,17020916,17213242,17402916,17582153,17714395,17917265,18138320,18405543,18680213
Canada,CAN,"Population, total",SP.POP.TOTL,30685730,31020902,31360079,31644028,31940655,32243753,32571174,32889025,33247118,33628895,34004889,34339328,34714222,35082954,35437435,35702908,36109487,36545236,37065084,37601230
Cayman Islands,CYM,"Population, female",SP.POP.TOTL.FE.IN,20191,20878,21567,22258,22964,23681,24400,25123,25849,26569,27277,27924,28512,29100,29706,30339,30984,31627,32258,32849
Cayman Islands,CYM,"Population, male",SP.POP.TOTL.MA.IN,19468,20176,20890,21605,22323,23046,23777,24523,25274,26033,26797,27569,28348,29112,29853,30572,31270,31954,32627,33285
Cayman Islands,CYM,"Population, total",SP.POP.TOTL,39658,41054,42456,43862,45286,46727,48177,49647,51123,52602,54074,55492,56860,58212,59559,60911,62255,63581,64884,66134
Central African Republic,CAF,"Population, female",SP.POP.TOTL.FE.IN,1868390,1912220,1956147,2004444,2048743,2095704,2138644,2179485,2225544,2274463,2322555,2358829,2379753,2394914,2394233,2405515,2448502,2495603,2545524,2603472
Central African Republic,CAF,"Population, male",SP.POP.TOTL.MA.IN,1890780,1932553,1974502,2022398,2066395,2113131,2155709,2196084,2241689,2290077,2337512,2373193,2393552,2407515,2404501,2413818,2455675,2501138,2549256,2605852
Central African Republic,CAF,"Population, total",SP.POP.TOTL,3759170,3844773,3930648,4026841,4115138,4208834,4294352,4375569,4467233,4564540,4660067,4732022,4773306,4802428,4798734,4819333,4904177,4996741,5094780,5209324
Chad,TCD,"Population, female",SP.POP.TOTL.FE.IN,4147546,4284862,4431767,4607685,4813244,5005974,5183320,5359155,5544390,5740238,5936573,6145281,6361207,6589646,6827550,7047152,7270988,7515149,7772311,8032044
Chad,TCD,"Population, male",SP.POP.TOTL.MA.IN,4111592,4253942,4406601,4588681,4800259,4999038,5182293,5363575,5554274,5755890,5958154,6172449,6393699,6627120,6869575,7093122,7321597,7570735,7831899,8094822
Chad,TCD,"Population, total",SP.POP.TOTL,8259137,8538804,8838369,9196366,9613503,10005012,10365614,10722731,11098664,11496128,11894727,12317730,12754906,13216766,13697126,14140274,14592585,15085884,15604210,16126866
Channel Islands,CHI,"Population, female",SP.POP.TOTL.FE.IN,74886,75196,75678,76193,76729,77271,77824,78402,78982,79568,80148,80566,80938,81480,81996,82592,83329,84025,84906,85807
Channel Islands,CHI,"Population, male",SP.POP.TOTL.MA.IN,70420,70848,71489,72148,72809,73492,74161,74823,75493,76153,76785,77253,77683,78314,78916,79598,80392,81190,82353,83603
Channel Islands,CHI,"Population, total",SP.POP.TOTL,145306,146044,147167,148341,149538,150763,151985,153225,154475,155721,156933,157819,158621,159794,160912,162190,163721,165215,167259,169410
Chile,CHL,"Population, female",SP.POP.TOTL.FE.IN,7724143,7812408,7899562,7984277,8065716,8146398,8227292,8308544,8392523,8479648,8566180,8651769,8736586,8821764,8911559,9004176,9111944,9254199,9420150,9589082
Chile,CHL,"Population, male",SP.POP.TOTL.MA.IN,7627655,7711571,7794228,7874834,7952250,8028913,8107283,8186994,8268938,8353799,8437983,8521805,8605184,8688160,8775549,8865948,8971935,9114379,9281300,9450404
Chile,CHL,"Population, total",SP.POP.TOTL,15351799,15523978,15693790,15859112,16017966,16175311,16334575,16495538,16661462,16833447,17004162,17173573,17341771,17509925,17687108,17870124,18083879,18368577,18701450,19039485
China,CHN,"Population, female",SP.POP.TOTL.FE.IN,617082063,621436557,625534993,629369651,633047012,636711861,640203444,643486317,646729218,649891191,652992671,656550787,661013974,665447390,669700351,673690703,677689913,682006802,685468978,688179990
China,CHN,"Population, male",SP.POP.TOTL.MA.IN,645562937,650413443,654865007,659030348,663027988,667008138,670816557,674398683,677925783,681368810,684712330,688484213,693176026,697792609,702159650,706169297,710100087,714208198,717291023,719565010
China,CHN,"Population, total",SP.POP.TOTL,1262645000,1271850000,1280400000,1288400000,1296075000,1303720000,1311020000,1317885000,1324655000,1331260000,1337705000,1345035000,1354190000,1363240000,1371860000,1379860000,1387790000,1396215000,1402760000,1407745000
Colombia,COL,"Population, female",SP.POP.TOTL.FE.IN,19745251,20068231,20387506,20699708,21004780,21300552,21586300,21863668,22128690,22387951,22648175,22903701,23149997,23387544,23617367,23847355,24107989,24477100,24945907,25408106
Colombia,COL,"Population, male",SP.POP.TOTL.MA.IN,19469885,19769644,20066543,20357979,20643488,20920388,21186610,21442913,21686623,21925966,22167933,22405198,22632420,22850386,23060580,23272374,23517966,23874571,24331054,24779301
Colombia,COL,"Population, total",SP.POP.TOTL,39215135,39837875,40454050,41057687,41648268,42220940,42772910,43306582,43815313,44313917,44816108,45308899,45782417,46237930,46677947,47119728,47625955,48351671,49276961,50187406
Comoros,COM,"Population, female",SP.POP.TOTL.FE.IN,270024,275663,281375,286981,292358,297762,303423,309235,315224,321463,327981,334786,341836,349095,356575,364283,372233,379781,386817,393860
Comoros,COM,"Population, male",SP.POP.TOTL.MA.IN,266733,272077,277671,283149,288795,294921,301235,307665,314245,321030,328043,335285,342717,350298,358036,365933,373999,381884,389497,397126
Comoros,COM,"Population, total",SP.POP.TOTL,536758,547741,559047,570130,581154,592683,604658,616899,629470,642493,656024,670071,684553,699393,714612,730216,746232,761664,776313,790986
