Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Paraguay,PRY,"Population, female",SP.POP.TOTL.FE.IN,2534814,2578849,2616730,2650831,2683305,2714511,2744307,2772888,2801155,2830572,2864220,2902421,2942591,2984194,3027162,3071251,3116116,3161074,3205602,3249592
Paraguay,PRY,"Population, male",SP.POP.TOTL.MA.IN,2589005,2632691,2669782,2702423,2733019,2762367,2790367,2817256,2843994,2872003,2904393,2941517,2980731,3021458,3063559,3106699,3150499,3194330,3237726,3280434
Paraguay,PRY,"Population, total",SP.POP.TOTL,5123819,5211541,5286512,5353254,5416324,5476878,5534675,5590145,5645148,5702574,5768613,5843939,5923322,6005652,6090721,6177950,6266615,6355404,6443328,6530026
Peru,PER,"Population, female",SP.POP.TOTL.FE.IN,13364073,13542313,13698746,13838734,13968835,14089681,14200318,14303686,14418159,14548239,14684090,14829974,14984154,15143939,15312249,15496198,15704688,15939422,16242003,16556679
Peru,PER,"Population, male",SP.POP.TOTL.MA.IN,13290367,13472595,13635757,13784608,13925077,14057586,14180761,14296701,14388026,14461087,14545483,14647747,14765435,14894870,15041702,15215665,15428091,15666065,15961942,16268182
Peru,PER,"Population, total",SP.POP.TOTL,26654439,27014909,27334503,27623341,27893911,28147267,28381078,28600387,28806185,29009326,29229572,29477721,29749589,30038809,30353951,30711863,31132779,31605486,32203944,32824861
Philippines,PHL,"Population, female",SP.POP.TOTL.FE.IN,38563851,39376849,40184410,40992524,41805071,42611126,43410285,44228376,45083466,45954012,46804421,47631255,48444531,49244938,50025302,50842060,51723461,52616948,53496816,54369671
Philippines,PHL,"Population, male",SP.POP.TOTL.MA.IN,39394372,40249236,41101162,41950313,42802430,43650124,44491550,45333001,46168861,46992939,47832279,48706658,49587787,50455169,51299898,52189304,53151806,54121554,55072020,56011134
Philippines,PHL,"Population, total",SP.POP.TOTL,77958223,79626086,81285572,82942837,84607501,86261250,87901835,89561377,91252326,92946951,94636700,96337913,98032317,99700107,101325201,103031365,104875266,106738501,108568836,110380804
Poland,POL,"Population, female",SP.POP.TOTL.FE.IN,19684019,19662876,19660224,19653302,19648406,19647126,19644068,19644001,19654617,19671857,19617883,19631168,19634196,19624797,19611835,19600554,19594548,19598693,19599212,19595179
Poland,POL,"Population, male",SP.POP.TOTL.MA.IN,18574609,18585200,18570141,18551268,18533816,18518319,18497199,18476559,18471142,18479746,18424911,18432087,18428967,18415399,18399901,18385857,18375539,18376132,18375538,18370296
Poland,POL,"Population, total",SP.POP.TOTL,38258629,38248076,38230364,38204570,38182222,38165445,38141267,38120560,38125759,38151603,38042794,38063255,38063164,38040196,38011735,37986412,37970087,37974826,37974750,37965475
Portugal,PRT,"Population, female",SP.POP.TOTL.FE.IN,5327445,5362775,5394794,5420513,5437846,5451866,5465459,5480404,5494333,5506976,5516395,5516002,5502221,5480877,5460676,5445951,5433909,5425635,5424120,5430271
Portugal,PRT,"Population, male",SP.POP.TOTL.MA.IN,4962453,4999948,5024837,5038307,5046015,5051464,5056828,5062560,5063844,5061271,5056705,5041558,5012623,4976418,4940387,4912125,4891543,4874665,4859701,4855992
Portugal,PRT,"Population, total",SP.POP.TOTL,10289898,10362722,10419631,10458821,10483861,10503330,10522288,10542964,10558177,10568247,10573100,10557560,10514844,10457295,10401062,10358076,10325452,10300300,10283822,10286263
Puerto Rico,PRI,"Population, female",SP.POP.TOTL.FE.IN,1975948,1980886,1984185,1986207,1987441,1985473,1978032,1967465,1956993,1947415,1938768,1917778,1896060,1875894,1847092,1816703,1783979,1743631,1676985,1679953
Puerto Rico,PRI,"Population, male",SP.POP.TOTL.MA.IN,1834657,1837888,1839516,1839889,1839437,1835889,1827182,1815530,1803873,1792996,1782757,1760954,1738428,1717183,1687782,1656529,1622693,1581656,1516369,1513740
Puerto Rico,PRI,"Population, total",SP.POP.TOTL,3810605,3818774,3823701,3826095,3826878,3821362,3805214,3782995,3760866,3740410,3721525,3678732,3634488,3593077,3534874,3473232,3406672,3325286,3193354,3193694
Qatar,QAT,"Population, female",SP.POP.TOTL.FE.IN,212122,222035,232662,243737,255237,269332,287464,310533,340380,376711,415537,453291,490463,528201,562633,597391,639636,680215,712137,751299
Qatar,QAT,"Population, male",SP.POP.TOTL.MA.IN,433815,456796,480524,504789,522707,579378,727596,921361,1103898,1233563,1297966,1350880,1415197,1507300,1651832,1817181,1955530,2031540,2054595,2055936
Qatar,QAT,"Population, total",SP.POP.TOTL,645937,678831,713186,748525,777943,848710,1015060,1231893,1444277,1610274,1713504,1804171,1905660,2035501,2214465,2414573,2595166,2711755,2766732,2807235
Romania,ROU,"Population, female",SP.POP.TOTL.FE.IN,11571276,11420812,11218841,11136920,11070152,10998038,10929699,10767349,10589029,10502500,10442125,10391699,10345857,10308025,10269735,10220714,10160603,10102021,10044758,9994608
Romania,ROU,"Population, male",SP.POP.TOTL.MA.IN,10871696,10711158,10511655,10437405,10381596,10321646,10264061,10115633,9948846,9864987,9804746,9755829,9712178,9675668,9639244,9594901,9541664,9486693,9429212,9377040
Romania,ROU,"Population, total",SP.POP.TOTL,22442971,22131970,21730496,21574326,21451748,21319685,21193760,20882982,20537875,20367487,20246871,20147528,20058035,19983693,19908979,19815616,19702267,19588715,19473970,19371648
Russian Federation,RUS,"Population, female",SP.POP.TOTL.FE.IN,78132050,77868557,77591468,77339545,77146216,76976788,76829928,76754261,76745227,76775747,76796366,76823612,76909131,77025825,77153880,77273424,77378095,77431943,77393346,77329730
Russian Federation,RUS,"Population, male",SP.POP.TOTL.MA.IN,68464819,68107925,67715029,67309072,66921101,66542026,66219710,66050853,65997139,66009601,66053102,66137295,66292589,66481170,66665787,66823446,66964302,67064796,67084512,67076532
Russian Federation,RUS,"Population, total",SP.POP.TOTL,146596869,145976482,145306497,144648618,144067316,143518814,143049637,142805114,142742366,142785349,142849468,142960908,143201721,143506995,143819667,144096870,144342397,144496739,144477859,144406261
Rwanda,RWA,"Population, female",SP.POP.TOTL.FE.IN,4205706,4274117,4357653,4457573,4567035,4682280,4802717,4928236,5056940,5187356,5319801,5453874,5584599,5712630,5843900,5979182,6121445,6269800,6418989,6568936
Rwanda,RWA,"Population, male",SP.POP.TOTL.MA.IN,3904282,3949825,4014653,4110419,4224817,4344019,4467349,4594932,4725056,4856381,4989230,5123057,5255735,5388720,5524552,5663777,5809454,5960539,6112819,6266092
Rwanda,RWA,"Population, total",SP.POP.TOTL,8109989,8223941,8372306,8567992,8791853,9026299,9270066,9523168,9781996,10043737,10309031,10576932,10840334,11101350,11368451,11642959,11930899,12230339,12531808,12835028
Samoa,WSM,"Population, female",SP.POP.TOTL.FE.IN,88287,89110,89754,90285,90732,91135,91624,92269,93008,93778,94597,95507,96459,97429,98400,99370,100415,101510,102603,103759
Samoa,WSM,"Population, male",SP.POP.TOTL.MA.IN,95721,96420,96876,97154,97341,97490,97754,98209,98778,99398,100075,100844,101665,102510,103356,104201,105129,106119,107099,108147
Samoa,WSM,"Population, total",SP.POP.TOTL,184008,185530,186630,187440,188073,188626,189379,190478,191787,193176,194672,196351,198124,199939,201757,203571,205544,207630,209701,211905
San Marino,SMR,"Population, female",SP.POP.TOTL.FE.IN,13702,13957,14283,14603,14847,15049,15264,15473,15648,15838,16137,16665,17037,17098,17148,17242,17381,17492,17530,17527
San Marino,SMR,"Population, male",SP.POP.TOTL.MA.IN,13120,13378,13687,13998,14246,14460,14694,14899,15052,15222,15470,15831,16096,16186,16241,16328,16453,16564,16626,16650
San Marino,SMR,"Population, total",SP.POP.TOTL,26823,27335,27969,28601,29093,29508,29959,30372,30700,31059,31608,32495,33132,33285,33389,33570,33834,34056,34156,34178
Sao Tome and Principe,STP,"Population, female",SP.POP.TOTL.FE.IN,72094,73356,75135,77081,79040,81031,83058,85124,87204,89268,91281,93216,95131,97038,98903,100713,102465,104172,105837,107476
Sao Tome and Principe,STP,"Population, male",SP.POP.TOTL.MA.IN,71620,72901,74706,76681,78656,80650,82666,84721,86800,88860,90858,92829,94793,96719,98594,100410,102168,103865,105507,107123
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,143714,146258,149841,153762,157697,161680,165725,169845,174004,178128,182138,186044,189924,193757,197497,201124,204632,208036,211344,214599
Saudi Arabia,SAU,"Population, female",SP.POP.TOTL.FE.IN,9230142,9462097,9695331,9929220,10172103,10497404,10901784,11316699,11737168,12159682,12546820,12874436,13177067,13473465,13761419,13975740,14124969,14364501,14682638,14991273
Saudi Arabia,SAU,"Population, male",SP.POP.TOTL.MA.IN,12317247,12623833,12928084,13221628,13489705,13900240,14481085,15083370,15700185,16324114,16865108,17276508,17644476,18009033,18364145,18774108,19291301,19828621,20335495,20836089
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,21547390,22085929,22623415,23150847,23661808,24397644,25382870,26400068,27437353,28483797,29411929,30150945,30821543,31482498,32125564,32749848,33416270,34193122,35018133,35827362
Senegal,SEN,"Population, female",SP.POP.TOTL.FE.IN,4917618,5038914,5164280,5294846,5430752,5572083,5720487,5874678,6033364,6198778,6370907,6548585,6731566,6918883,7111154,7307890,7508739,7714564,7925155,8140163
Senegal,SEN,"Population, male",SP.POP.TOTL.MA.IN,4786669,4899113,5016669,5139658,5267939,5401974,5542900,5689190,5839565,5996251,6159215,6327295,6500266,6676682,6859154,7048291,7242618,7443229,7649754,7860618
Senegal,SEN,"Population, total",SP.POP.TOTL,9704287,9938027,10180950,10434504,10698691,10974057,11263387,11563869,11872929,12195029,12530121,12875880,13231833,13595566,13970308,14356181,14751356,15157793,15574909,16000781
Serbia,SRB,"Population, female",SP.POP.TOTL.FE.IN,3887892,3883138,3881249,3873864,3865190,3854522,3840939,3827397,3813031,3799644,3786331,3758250,3741536,3724821,3708638,3691286,3672802,3653751,3633970,3614847
Serbia,SRB,"Population, male",SP.POP.TOTL.MA.IN,3628454,3620295,3615272,3606727,3597966,3586247,3570629,3554182,3537191,3521164,3505105,3475850,3457540,3439310,3421938,3404097,3385520,3367107,3348634,3330387
Serbia,SRB,"Population, total",SP.POP.TOTL,7516346,7503433,7496522,7480591,7463157,7440769,7411569,7381579,7350222,7320807,7291436,7234099,7199077,7164132,7130576,7095383,7058322,7020858,6982604,6945235
Seychelles,SYC,"Population, female",SP.POP.TOTL.FE.IN,40339,40294,41486,40933,40663,40744,41489,41587,42403,42438,43487,42194,42453,43102,43671,44575,45099,45576,45934,46256
Seychelles,SYC,"Population, male",SP.POP.TOTL.MA.IN,40792,40908,42238,41848,41811,42114,43110,43445,44554,44861,46283,45246,45851,46847,47687,48844,49579,50266,50828,51368
Seychelles,SYC,"Population, total",SP.POP.TOTL,81131,81202,83723,82781,82475,82858,84600,85033,86956,87298,89770,87441,88303,89949,91359,93419,94677,95843,96762,97625
Sierra Leone,SLE,"Population, female",SP.POP.TOTL.FE.IN,2308186,2444289,2585175,2689447,2779282,2852644,2914008,2976883,3051126,3134095,3221070,3307516,3394265,3481154,3567901,3653843,3742430,3833302,3924338,4016374
Sierra Leone,SLE,"Population, male",SP.POP.TOTL.MA.IN,2275881,2412807,2554938,2661461,2754047,2830690,2895765,2962281,3039735,3125747,3215628,3304869,3394323,3483704,3572787,3660930,3751483,3844264,3936943,4030454
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,4584067,4857096,5140113,5350907,5533329,5683334,5809774,5939163,6090860,6259842,6436698,6612385,6788587,6964859,7140688,7314773,7493913,7677565,7861281,8046828
Singapore,SGP,"Population, female",SP.POP.TOTL.FE.IN,1969770,2027180,2051990,2028098,2059943,2109638,2166064,2242360,2349440,2406590,2438290,2484222,2543402,2582486,2613879,2643311,2677036,2679065,2691403,2722116
Singapore,SGP,"Population, male",SP.POP.TOTL.MA.IN,2058118,2110833,2123960,2086728,2106721,2156125,2235301,2346238,2489956,2580983,2638441,2699466,2769034,2816675,2855844,2891691,2930247,2933188,2947272,2981453
Singapore,SGP,"Population, total",SP.POP.TOTL,4027887,4138012,4175950,4114826,4166664,4265762,4401365,4588599,4839396,4987573,5076732,5183688,5312437,5399162,5469724,5535002,5607283,5612253,5638676,5703569
Sint Maarten (Dutch part),SXM,"Population, female",SP.POP.TOTL.FE.IN,15617,15692,15814,16209,16777,17097,17373,17620,17758,17964,17929,17629,17437,17555,17951,18393,18836,19114,19248,19488
Sint Maarten (Dutch part),SXM,"Population, male",SP.POP.TOTL.MA.IN,14902,14909,14963,15263,15712,15914,16068,16192,16206,16274,16127,15805,17203,19052,19734,20431,21132,21459,21648,22120
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,30519,30600,30777,31472,32488,33011,33441,33811,33964,34238,34056,33435,34640,36607,37685,38825,39969,40574,40895,41608
Slovak Republic,SVK,"Population, female",SP.POP.TOTL.FE.IN,2770637,2766118,2764954,2763015,2762058,2761778,2761440,2761765,2763650,2766484,2768035,2770582,2774136,2776247,2778259,2779841,2782101,2785261,2788054,2790976
Slovak Republic,SVK,"Population, male",SP.POP.TOTL.MA.IN,2618082,2612748,2611957,2610358,2610221,2611029,2611614,2612857,2615583,2619923,2623393,2627802,2633443,2637146,2640390,2643961,2648698,2653970,2658718,2663171
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5388720,5378867,5376912,5373374,5372280,5372807,5373054,5374622,5379233,5386406,5391428,5398384,5407579,5413393,5418649,5423801,5430798,5439232,5446771,5454147
Slovenia,SVN,"Population, female",SP.POP.TOTL.FE.IN,1021311,1022211,1022497,1021709,1020858,1020982,1022532,1026612,1026544,1033990,1036572,1037546,1039195,1040114,1040642,1039891,1038201,1036459,1037800,1042591
Slovenia,SVN,"Population, male",SP.POP.TOTL.MA.IN,967614,969849,972033,974024,976153,979493,984336,991510,994773,1005679,1012012,1015297,1017964,1019840,1021337,1023640,1026841,1029929,1036095,1045795
Slovenia,SVN,"Population, total",SP.POP.TOTL,1988925,1992060,1994530,1995733,1997012,2000474,2006868,2018122,2021316,2039669,2048583,2052843,2057159,2059953,2061980,2063531,2065042,2066388,2073894,2088385
Solomon Islands,SLB,"Population, female",SP.POP.TOTL.FE.IN,207810,213076,218316,223600,228933,234329,239841,245462,251172,257098,263369,270007,276985,284224,291650,299207,306834,314498,322200,329962
Solomon Islands,SLB,"Population, male",SP.POP.TOTL.MA.IN,222168,227319,232444,237617,242852,248157,253589,259158,264829,270736,277024,283714,290777,298140,305726,313454,321267,329135,337049,345031
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,429978,440395,450760,461216,471785,482486,493430,504619,516001,527833,540394,553721,567763,582365,597375,612660,628102,643634,659249,674993
Somalia,SOM,"Population, female",SP.POP.TOTL.FE.IN,4362674,4535518,4703881,4875714,5053614,5226944,5384226,5549417,5711552,5852726,6000046,6094496,6205382,6410507,6637951,6864502,7128282,7413310,7685953,7969926
Somalia,SOM,"Population, male",SP.POP.TOTL.MA.IN,4358791,4535229,4707222,4882566,5063740,5240348,5400747,5568675,5733318,5877311,6026604,6122342,6234944,6441979,6671284,6899404,7164565,7450912,7725140,8011375
Somalia,SOM,"Population, total",SP.POP.TOTL,8721465,9070747,9411103,9758281,10117354,10467292,10784973,11118092,11444870,11730037,12026649,12216837,12440326,12852485,13309235,13763906,14292847,14864221,15411094,15981300
South Africa,ZAF,"Population, female",SP.POP.TOTL.FE.IN,24591889,24781908,24979734,25178665,25379489,25583854,25795511,26023987,26287724,26570865,26857414,27164417,27493643,27837495,28228865,28721087,29004108,29175940,29517286,29879107
South Africa,ZAF,"Population, male",SP.POP.TOTL.MA.IN,22221377,22447806,22681781,22925383,23176582,23433293,23696246,23972107,24278088,24599914,24927507,25278908,25651390,26036121,26500685,27155417,27418165,27465269,27822349,28207948
South Africa,ZAF,"Population, total",SP.POP.TOTL,46813266,47229714,47661514,48104048,48556071,49017147,49491756,49996094,50565812,51170779,51784921,52443325,53145033,53873616,54729551,55876504,56422274,56641209,57339635,58087055
South Sudan,SSD,"Population, female",SP.POP.TOTL.FE.IN,3148479,3286776,3430780,3581690,3741461,3911543,4092201,4283691,4484211,4684472,4924626,5186770,5414203,5614589,5667728,5658104,5593169,5388641,5256106,5280526
South Sudan,SSD,"Population, male",SP.POP.TOTL.MA.IN,2965961,3107655,3255319,3410677,3575657,3751112,3937316,4134132,4339678,4544755,4789793,5056279,5287401,5491442,5545556,5536196,5472936,5269584,5139223,5167140
South Sudan,SSD,"Population, total",SP.POP.TOTL,6114440,6394431,6686100,6992367,7317118,7662654,8029517,8417823,8823888,9229227,9714419,10243050,10701604,11106031,11213284,11194299,11066105,10658226,10395329,10447666
Spain,ESP,"Population, female",SP.POP.TOTL.FE.IN,20696897,20839665,21116299,21467183,21804175,22136732,22487488,22879460,23224481,23435819,23562691,23668076,23713604,23671269,23627558,23626850,23662382,23734338,23851736,24030201
Spain,ESP,"Population, male",SP.POP.TOTL.MA.IN,19870967,20010746,20315259,20720462,21117720,21516423,21909832,22347342,22729625,22927127,23014206,23074622,23059451,22948775,22853324,22817982,22821680,22858897,22946018,23104636
Spain,ESP,"Population, total",SP.POP.TOTL,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46620045,46480882,46444832,46484062,46593236,46797754,47134837
Sri Lanka,LKA,"Population, female",SP.POP.TOTL.FE.IN,9430039,9519579,9637824,9756948,9872701,9985722,10106367,10234445,10363512,10489088,10608780,10728540,10824621,10893806,10958989,11017785,11071811,11121609,11212976,11288193
Sri Lanka,LKA,"Population, male",SP.POP.TOTL.MA.IN,9346333,9400695,9472882,9546233,9617730,9688144,9764340,9844210,9922130,9993388,10059778,10131202,10192526,10237951,10280468,10318912,10353683,10385204,10457023,10514808
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,18776371,18920275,19110707,19303180,19490431,19673866,19870706,20078655,20285643,20482477,20668557,20859743,21017147,21131756,21239457,21336697,21425494,21506813,21670000,21803000
St. Kitts and Nevis,KNA,"Population, female",SP.POP.TOTL.FE.IN,22887,23130,23274,23381,23485,23587,23695,23800,23904,24005,24093,24200,24290,24339,24387,24430,24472,24515,24545,24562
St. Kitts and Nevis,KNA,"Population, male",SP.POP.TOTL.MA.IN,22575,22855,22989,23049,23095,23139,23180,23215,23251,23282,23310,23381,23438,23427,23402,23360,23316,23270,23216,23149
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,45461,45986,46264,46431,46580,46725,46874,47015,47156,47286,47403,47581,47727,47767,47789,47790,47788,47785,47761,47712
St. Lucia,LCA,"Population, female",SP.POP.TOTL.FE.IN,80669,81198,81739,82285,82807,83308,83785,84234,84671,85135,85705,86305,86816,87284,87752,88222,88683,89132,89573,90001
St. Lucia,LCA,"Population, male",SP.POP.TOTL.MA.IN,78831,79395,80061,80761,81432,82078,82684,83284,83904,84552,85230,85841,86308,86694,87051,87401,87731,88031,88315,88582
St. Lucia,LCA,"Population, total",SP.POP.TOTL,159500,160594,161799,163047,164239,165386,166470,167518,168576,169688,170935,172145,173124,173978,174804,175623,176413,177163,177888,178583
St. Martin (French part),MAF,"Population, female",SP.POP.TOTL.FE.IN,15161,15610,16057,16503,16948,17390,17825,18241,18631,18985,19183,19124,18942,18724,18501,18361,18248,18084,17752,17372
St. Martin (French part),MAF,"Population, male",SP.POP.TOTL.MA.IN,14448,14777,15104,15426,15749,16063,16358,16645,16911,17147,17275,17226,17084,16916,16759,16659,16563,16412,16100,15749
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,29610,30387,31160,31929,32697,33452,34183,34887,35541,36132,36458,36350,36026,35639,35261,35020,34811,34496,33852,33121
St. Vincent and the Grenadines,VCT,"Population, female",SP.POP.TOTL.FE.IN,55810,55700,55587,55395,55114,54797,54464,54143,53871,53620,53341,53026,52710,52397,52139,51944,51704,51523,51425,51288
St. Vincent and the Grenadines,VCT,"Population, male",SP.POP.TOTL.MA.IN,58002,57941,57862,57712,57494,57245,56962,56681,56444,56219,55967,55676,55373,55053,54773,54538,54258,54026,53856,53636
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,113813,113641,113450,113108,112608,112043,111427,110824,110316,109840,109308,108703,108083,107450,106912,106482,105963,105549,105281,104924
Sudan,SDN,"Population, female",SP.POP.TOTL.FE.IN,13066984,13397021,13714630,14031002,14362444,14728917,15133106,15566424,16007627,16452670,16851113,17193271,17566190,17985615,18496684,19084493,19690357,20344125,21005857,21624451
Sudan,SDN,"Population, male",SP.POP.TOTL.MA.IN,13231789,13550233,13855688,14157975,14469105,14811660,15199862,15624739,16057614,16495485,16888820,17226354,17593602,18005088,18506560,19086685,19686813,20335703,20993202,21607642
Sudan,SDN,"Population, total",SP.POP.TOTL,26298773,26947253,27570318,28188977,28831550,29540577,30332968,31191163,32065241,32948155,33739933,34419624,35159792,35990704,37003245,38171178,39377169,40679828,41999059,43232093
Suriname,SUR,"Population, female",SP.POP.TOTL.FE.IN,238153,241957,245707,249404,252750,255810,258937,262113,265315,268537,271788,275035,278227,281345,284406,287483,290695,294024,297374,300864
Suriname,SUR,"Population, male",SP.POP.TOTL.MA.IN,240845,245436,249959,254376,257822,260410,263086,265833,268623,271450,274293,277111,279884,282602,285276,287993,290757,293536,296341,299437
Suriname,SUR,"Population, total",SP.POP.TOTL,478998,487394,495666,503780,510572,516220,522023,527946,533938,539987,546080,552146,558111,563947,569682,575475,581453,587559,593715,600301
Sweden,SWE,"Population, female",SP.POP.TOTL.FE.IN,4485532,4495417,4507394,4521528,4536646,4551999,4574597,4604872,4636700,4672101,4707641,4738700,4768910,4804202,4846823,4892930,4949232,5010725,5063720,5110007
Sweden,SWE,"Population, male",SP.POP.TOTL.MA.IN,4386578,4400543,4417564,4436701,4456884,4477573,4505908,4543220,4582936,4626413,4670485,4710512,4750463,4796177,4849287,4906255,4973853,5046973,5111494,5168880
Sweden,SWE,"Population, total",SP.POP.TOTL,8872109,8895960,8924958,8958229,8993531,9029572,9080505,9148092,9219637,9298515,9378126,9449213,9519374,9600379,9696110,9799186,9923085,10057698,10175214,10278887
Switzerland,CHE,"Population, female",SP.POP.TOTL.FE.IN,3673543,3696843,3723614,3749181,3772931,3794856,3816235,3845997,3888817,3933290,3971373,4012325,4051266,4093847,4140499,4184583,4225760,4261807,4292467,4322218
Switzerland,CHE,"Population, male",SP.POP.TOTL.MA.IN,3510707,3533011,3561139,3589820,3616695,3642259,3667699,3705120,3758858,3810541,3853536,3900073,3945595,3995499,4048150,4097813,4147577,4190034,4221862,4253063
Switzerland,CHE,"Population, total",SP.POP.TOTL,7184250,7229854,7284753,7339001,7389625,7437115,7483934,7551117,7647675,7743831,7824909,7912398,7996861,8089346,8188649,8282396,8373338,8451840,8514329,8575280
Syrian Arab Republic,SYR,"Population, female",SP.POP.TOTL.FE.IN,8055934,8265950,8483717,8707194,8942531,9190476,9613142,10247376,10631467,10806581,11060526,11256631,11199824,10658890,9962642,9541583,9430784,9451008,9636103,10024320
Syrian Arab Republic,SYR,"Population, male",SP.POP.TOTL.MA.IN,8251720,8461998,8680305,8904161,9141476,9393082,9818867,10455630,10842593,11020640,11277036,11474102,11405754,10836931,10109590,9663595,9533468,9532365,9697361,10073931
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,16307654,16727948,17164021,17611356,18084007,18583557,19432009,20703005,21474059,21827220,22337563,22730733,22605577,21495821,20072232,19205178,18964252,18983373,19333463,20098251
Tajikistan,TJK,"Population, female",SP.POP.TOTL.FE.IN,3193403,3258343,3320485,3381399,3441092,3500113,3558928,3618745,3680787,3746357,3816785,3892805,3973488,4058822,4149426,4244558,4341940,4439244,4538006,4640105
Tajikistan,TJK,"Population, male",SP.POP.TOTL.MA.IN,3079596,3150466,3221269,3291092,3360112,3429032,3498489,3569645,3643840,3722239,3804994,3892015,3982893,4077789,4176922,4279505,4383379,4486281,4590127,4696898
Tajikistan,TJK,"Population, total",SP.POP.TOTL,6272998,6408810,6541755,6672492,6801204,6929145,7057417,7188391,7324627,7468596,7621779,7784819,7956382,8136610,8326348,8524063,8725318,8925525,9128132,9337003
Tanzania,TZA,"Population, female",SP.POP.TOTL.FE.IN,17422895,17903270,18383543,18887539,19417879,19973779,20551919,21146405,21745199,22325047,22934464,23604611,24302653,25043537,25829040,26682282,27588579,28504126,29411111,30309141
Tanzania,TZA,"Population, male",SP.POP.TOTL.MA.IN,17040809,17511199,17969988,18446378,18943000,19465727,20010132,20570092,21125684,21632887,22176064,22811421,23483484,24210106,24985511,25860541,26813222,27762906,28679332,29563439
Tanzania,TZA,"Population, total",SP.POP.TOTL,34463704,35414469,36353531,37333918,38360879,39439505,40562052,41716497,42870884,43957933,45110527,46416031,47786137,49253643,50814552,52542823,54401802,56267032,58090443,59872579
Thailand,THA,"Population, female",SP.POP.TOTL.FE.IN,31994172,32302543,32601809,32892200,33172952,33442524,33707262,33977340,34245582,34506526,34759118,35010449,35263239,35505484,35728989,35928923,36120993,36304062,36456433,36584375
Thailand,THA,"Population, male",SP.POP.TOTL.MA.IN,31072431,31347349,31620770,31884756,32138214,32378837,32612264,32849413,33082657,33307128,33511372,33702397,33893784,34073118,34231954,34365474,34486044,34594141,34671370,34723388
Thailand,THA,"Population, total",SP.POP.TOTL,63066603,63649892,64222580,64776956,65311166,65821360,66319525,66826754,67328239,67813654,68270489,68712846,69157023,69578602,69960943,70294397,70607037,70898202,71127802,71307763
Timor-Leste,TLS,"Population, female",SP.POP.TOTL.FE.IN,426881,434512,442957,451611,461240,472646,484856,496805,508195,518938,530149,542678,555592,568065,580201,590849,600053,609206,618322,627425
Timor-Leste,TLS,"Population, male",SP.POP.TOTL.MA.IN,451478,458490,466681,475111,484748,496668,509709,522558,534882,546602,558338,570298,582083,593490,604629,614964,624510,634029,643523,653013
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,878360,893001,909639,926721,945989,969313,994564,1019362,1043076,1065540,1088486,1112976,1137676,1161555,1184830,1205813,1224562,1243235,1261845,1280438
Togo,TGO,"Population, female",SP.POP.TOTL.FE.IN,2512911,2580948,2648182,2717015,2788032,2859955,2939845,3024956,3110745,3197084,3281899,3368325,3455284,3543083,3632229,3722767,3814990,3908948,4004288,4101080
Togo,TGO,"Population, male",SP.POP.TOTL.MA.IN,2495124,2564478,2633356,2703985,2777186,2851642,2934396,3022581,3111737,3201540,3289956,3380347,3471351,3563146,3656155,3750461,3846363,3943847,4042391,4142015
Togo,TGO,"Population, total",SP.POP.TOTL,5008035,5145426,5281538,5421001,5565218,5711597,5874240,6047537,6222482,6398624,6571855,6748672,6926635,7106229,7288383,7473229,7661354,7852795,8046679,8243094
Tonga,TON,"Population, female",SP.POP.TOTL.FE.IN,50460,50782,51093,51398,51713,52015,52297,52584,52863,53093,53313,53530,53580,53482,53359,53207,53093,53032,52981,52956
Tonga,TON,"Population, male",SP.POP.TOTL.MA.IN,52142,52427,52712,53013,53323,53618,53893,54053,54069,54051,54070,54081,53922,53607,53267,52915,52614,52383,52169,51994
Tonga,TON,"Population, total",SP.POP.TOTL,102603,103210,103804,104410,105036,105633,106190,106638,106932,107144,107383,107611,107502,107089,106626,106122,105707,105415,105150,104951
Trinidad and Tobago,TTO,"Population, female",SP.POP.TOTL.FE.IN,672541,675875,679829,683908,688004,692285,696458,700602,704812,709337,714240,719388,724786,730188,735428,740577,745604,750563,761204,768058
Trinidad and Tobago,TTO,"Population, male",SP.POP.TOTL.MA.IN,659662,662692,666135,669640,673168,676790,680461,684258,687991,691855,696056,700632,705591,710542,715233,719600,723726,728044,743505,751897
